,label,comment
4358,0.0,you think you re free and it can t get any better start from the bottom and go all the way to the top you have challengers 
4359,0.0,t r u m p
4360,0.0,all the supporters at least own a gun or a shotgun
4361,0.0,begun the clone wars has   
4362,1.0,gnn thy will be done    lord s prayer to president trump    
4363,1.0,for you shall go to all to whom i send you   and whoever i command you  you shall speak   do not be afraid of their faces 
4364,0.0,damn and how many times did he flash     
4365,-1.0, there is absolutely no such thing as a white na tion al ist      
4366,-1.0,    what country are they from  where is their national flag where is the geographical land mass where are their nations treaties  people do not come in colors people have a na tion al descent and that lineage comes through the mother 
4367,0.0,chinese from china
4368,0.0,germans from germany
4369,0.0,ethiopians from ethiopia
4370,0.0,mexicans from mexico   and that is american
4371,0.0,brazilian from brazil   and that is american
4372,0.0,irish from ireland
4373,0.0,french from fance
4374,0.0,            white                  where is whiteadonia  lmao 
4375,-1.0,these persons which are not recognised as people according to all law and common sense are incorporated as artificial persons right there in delaware and are not in the human family but are property and at law property can not own property  this goes for black too 
4376,-1.0,all these  so called  white people are on these american lands doing what they been doing sense the crusades and everywhere else on this planet under banner of democracy under the guise of america   stealing the birthrights of the aboriginal   indigenous peoples of the earth and genociding  us  
4377,-1.0,and we are not indians either 
4378,1.0,he just told everyone that the republic is being restored       
4379,0.0,however if you do not have a true na tion al ity then you are not part of any republic nor the human family and you will be dog food after the      census takes place   in addition there can not   ever be a dejure republic without the true blood heirs to these american  almorocan estates being back in our proper person in our national capacity and back in our seats of government ie  the moors to whom have been previously natural ized and branded negros blacks coloreds african americans hispanic latino puerto rican indian native american etc etc etc 
4380,0.0,   as we are the true aboriginal and indigenous americans   free white man upon this land and without our allodial sovereignty being intact non of you christian european colonist can have any awarded sovereignty as your is intravenously tied to ours    as we the moors are the absolute grantors of rights and sovereignty here on our land   north central south america and over       adjoining islands  
4381,-1.0,whereas the country nation we all stand on here is not and never was nor ever could be   the united states  u s defacto ie  the matrix      the true name of this country is maghreb al aqsa   al morocco and this is not a christian country this is and always has been an islamic country 
4382,-1.0,listening to this now   i realize he was not grandstanding and has done as much as the democrats will allow    to bad he didnt get a majority vote   
4383,0.0,america has to work for white people first    then other dogs can come in
4384,-1.0,fuck you trump
4385,1.0,abc news thank you for providing non biased coverage of this event  showing the crowd not running negative banners etc  you are proving to be one the last credible msm sources available  suscribed 
4386,1.0,fun fact  there is an error at       trump says  the people 
4387,-1.0,but on the official transcript it says  the american people 
4388,0.0,https   www whitehouse gov briefings statements the inaugural address 
4389,-1.0,tramp is a fuck 
4390,-1.0,that was some weird shit    george w bush
4391,-1.0,amerce obama sucks
4392,0.0,well this is where we are at  don t really know what to say  i guess i can say nothing at all 
4393,0.0,     
4394,1.0,trump  the forgotten men and women of our country will be forgotten no longer 
4395,0.0, camera cuts to multiple shots of audience nearly entirely comprised of middle aged to elderly white men 
4396,-1.0,   still waiting for the delivery on these promises 
4397,0.0,orange balloon animal
4398,0.0,     
4399,0.0,      finally
4400,0.0,currently the richest    hold about     of all privately held wealth in the united states while the bottom     held     of all debt  the richest    in the united states now own more wealth than the bottom       ny times 
4401,0.0,    of american full time workers are living from paycheck to paycheck      are in debt      of us can barely save      per month    career builder 
4402,-1.0,the vast majority of us fall under this category  we might not be living out on the streets but alot of us are struggling  alot of us are one medical emergency from complete and utter bankruptcy  average college graduate has        in student loan debt      of college graduates have over         in student loan debt  home prices continue to rise   times faster than the rate of inflation 
4403,-1.0,these are full time employees these are not people who lack dignity  these are not people who are sitting around twitting their thumbs  these are people who are working hard day in and day out often times with   jobs   jobs and they still can t put food on the table for their kids because wages have been stagnant since the      s   ana kasparian 
4404,1.0,great speech brought to you by god s choice president trump hillary   obama go back to making millions from your dishonesty
4405,-1.0,sorry he sounds dumb 
4406,1.0,true grit
4407,1.0,lets keep making america great again  trump        thanks for the wall you are building mr  president 
4408,1.0,amen
4409,-1.0,lock up trumphole and his entire crime syndicate family and all you trumphole supporters can shove a hockey  stick where the sun doesnt shine right wing dumbfucks   
4410,1.0,possibly the greatest american speech of all time 
4411,1.0,god bless you president trump
4412,0.0,who do you have to defend from donald 
4413,0.0,would he fight a religious war like the templars lol
4414,1.0,god bless america 
4415,-1.0,still not my president 
4416,-1.0,neither is hilary 
4417,0.0,actually im british 
4418,-1.0,you only have capitalism   your motherfucking selves to blame for sending your factories overseas to abuse cheap labor motherfuckers
4419,-1.0,i know you hated barack obama that s a fact you just couldn t wait to put a cracker back and then you gave us donald trump and that was payback for that 
4420,0.0,i am watching this on march               hours malaysia time 
4421,1.0,i am glad to witness donald j  trump s presidency in my lifetime  heaven sent     maga
4422,1.0,share this great news with congress and senators 
4423,1.0,the people are rising https   youtu be rnlgdkogrjw 
4424,0.0,https   youtu be y jaesljqrm
4425,1.0,god bless obama    
4426,-1.0,hahahah that was a sad day for the majority of the american people the minority are sooo pathetic thanks though  great entertainment  love from england   
4427,0.0,at this moment the curb your enthuaism theme blasted throughout the world
4428,-1.0,strait after this apparently george bush went  well that was some fucked up shit 
4429,0.0,and were giving it back to you    the people  sounds pretty fucking familiar 
4430,1.0,i thank god everyday you became president  thank you for being a great leader mr  president  keep us the excellent work   trump    
4431,-1.0,worst president ever in the history of the united states of america hes a disgrace to america
4432,-1.0,brayden   how is he a horrible president  you want horrible president say jimmy carter bill clinton obama now they were terrible presidents 
4433,0.0,just one prase that he speaks resume a lot  the most important we will be protected by god   
4434,1.0,love you trump 
4435,-1.0,this is so hypocritcal  yeah let s trick the ignorant working class into thinking we ll give them better jobs  but let s cut corporate taxes and lower minimum wage  let s ban trandsgenders from the army  let s build a wall  best leader ever 
4436,1.0,hillary     
4437,1.0,trump is more popular than obama in india 
4438,0.0,there is lincoln washington roosevelt obama  and then there is this guy 
4439,1.0,this is how you deliver a textbook speech  live long and prosper 
4440,1.0,after seeing this again after many months later my opinion of president trump has never altered  he s still my wonderful president my big sexy smoking hot virile male you know like a real man  i ve missed real men  we need a strong man more than ever now we got one 
4441,-1.0,pjgumby what   the   fuck
4442,-1.0,amerika must be destroyed if they do not dissolve themselves first
4443,-1.0,what a dumbass 
4444,0.0,well yes he s a bulldozer  not a bugatti   
4445,0.0,     is this a dig at michael 
4446,0.0,i wish i could see  bushs clintons and obamas faces during that speech 
4447,1.0,if you guys actually listen to his speech he actually has some very good points
4448,-1.0,liberals dont like to listen
4449,1.0,goat
4450,-1.0,i didnt go to nam for this
4451,0.0,who s the black guy that hillary is hiding behind 
4452,0.0,probably some sort of rapper his face looks familiar
4453,0.0,this speech rocked and if noonw e understood potus words then they are simply just an ididot 
4454,0.0,our people he meant to say american citizenshard working americans 
4455,-1.0,who cares the size of the crowdhe got elected 
4456,1.0,this was great seeing obama hillary and all the haters who laughed at trump and said he would never be president
4457,-1.0,i cant stand trump just as much as the next person but does anyone else think its wrong for someone to put that they hope trump dies in there profile    i reported  love solis for putting that in her profile and instagram wont do anything about it please help me report her 
4458,1.0,i love this man
4459,0.0,hey donald
4460,-1.0,i didn t quite understand your speech
4461,0.0,who does the country belong to now again 
4462,0.0,elijah gardner get a hearing aid
4463,0.0,this mark the start of the  liberty movement  of america
4464,0.0,americans are forever informed that there is no such thing as a corruption free government as foreign powers get richer they will seek to control america the way they see fit therefore americans must look past the face value presented by the establishment through big mainstream media to judge them by their actions given enough research is done to get information not only presented by big main stream media but small sized media
4465,0.0,critical thinking will be essential when voting a candidate question like  can this candidate does what he said given what he achieved and done in the past  
4466,0.0,in the end as the only democratic republic with the  nd amendment engraved in the heart of americans
4467,0.0,a well regulated militia being necessary to the security of a free state the right of the people to keep and bear arms shall not be infringed 
4468,0.0,can america protect itself from tyranny  as there is no governance that is immune from tyranny as people are inherently greedy
4469,0.0,to those of u that think you re not greedy
4470,0.0,think again if u and a stranger are out on a dessert with water enough only for one of u to survive and hopefully get rescued would u not have greed 
4471,1.0,the only defence to greed is every kind of love and that s why our founding fathers drafted this constitution out so that we can all pursue happiness given if we work for it  hey we re all animals in the end we need to work for food  and only god can get happiness for free and we re not god yet we re only god when we can create an atom from nothing not even energy 
4472,-1.0,deren bong t is impossible to create atoms
4473,1.0,ohh sure cause you re not going take all the wealth  you re definitely going give power to the people and the democrats and obama definitely went all capitalist and took all the wealth  suuuuuure    
4474,1.0,i love the united states of america  from your brother is king dom of saudi arabia 
4475,-1.0,hbk    us only loves you for your oil
4476,1.0,finally americans have a president that is proud to be an american    great speech   
4477,0.0,orange is the new black
4478,-1.0,a shambling incoherent incompetent snake oil peddling orange sack of horseshit  an absolute disgrace to america and an embarrassment to mankind  a man who has insulted veterans women the disabled every ethnic minority in existence  a bullet is too good for this deplorable degenerate  fuck trump and fuck every last one of you who voted for him  
4479,0.0,left is best tissue 
4480,1.0,donald trump and mike pence rocks a lot 
4481,1.0,it s been one year since this happened i wish i was there to experience this spectacular event  god bless trump
4482,0.0,build a wall fast  is that what he said 
4483,1.0,my president 
4484,1.0,thank you abba father yhwh god in heaven for placingtheman donald j trump in the office of the president of the united states to help bring our nation back to you  forgive us abba fatherfor the previous eight years of filth and debauchery asthis nation turned our back on you  forgive us for allowing the evil that was turning this nation against you under the former leadership as we sat by idle and did nothing to stop it   i thankthe onlylord and savior yeshua hamashiach  jesus christ  for his greatmercy for not bringing the full destruction from his mighty power before the appointed time a punishment that we deserve  but through his wonderful love and tender mercy has appointed our president djt for such a time as this  that in theseend ofdays before his greatand mighty returnwhenyeshuatakes his people into the clouds to meet him in the air he has raised a man into leadership of the united states tohelp prepare the way for all to know the saving grace of yeshua hamashiach  jesus christ  before he passes judgment on the world  please today if you do knowthe lord jesus christ give yourheart your life your salvation to him today before it is too late accept and believethat only his blood that he shed on thecross at calvary atoned for your sins and the sins for all mankind confess your sins to yeshua hamashiach  jesus christ  and acknowledge and accept this free gift of grace  yeshua  jesus loves you and cares about you  time is short  we are in the   th hour  do not wait another second  the appointed time is almost here    please give your life to jesus christ today  i pray in the name of and by the blood ofyeshua hamashiach  jesus christ   amen
4485,1.0,what a difference in gesture control   stammer has nearly disappeared   one year later at the  sotu trump  has shown great improvement 
4486,-1.0,my apologies that our economy  is flourishing with federal tax cuts allowing companies such as wal mart and home depot to actually offer bonuses to longtime employees  even though these service jobs are generally intended for teens for  st time workers  
4487,0.0,maybe it s nothing but a conservative boost a temporary leg up but america s root problems still do lie far deeper than the shock pads that stimulate someone s chest on the eve of death  but maybe it s in this competitive nature of inner division  red versus blue states black versus white death penalty abortion childhood trauma and whichever other divisions separate trump  and now america with him as head  from all other nations  
4488,0.0,america has provided seed money for     s of countries to gain their own  leg ups 
4489,0.0,that the united states contributes more donations to international and domestic aid relief  the red cross doctor s without borders etc  than all other western countries combined    america s post war payoffs and training technical aid to germany and japan who d only recently been a bomb targets have seen both countries now dominate in the fields of electronics automobiles and technology 
4490,0.0,capitalism is still the absolute best economic model the relative swan song in terms of benefiting investiture among r d among incentive based investment among optimism and opportunity but increasingly many americans and foreigners have taken these self same relative opportunities and economic political freedoms to do nothing but strain an economy which requires a motivated work force ahh   nationalism   i hate this place which brought over my ancestors to pluck tiny bindles of organic wool  
4491,0.0,black lives matter  yes they do  but when one lives in communities dominated by black on black gang warfare minority based crimes reflect certain racial lines and unfortunately are still policed by a generation of cops who were the only ones to pass the requisite mental physical moralistic testing back in the day  in fact i believe somewhere around a quarter of oakland s police force was let go back around the supposed eruption of citizen  cop killings  a problem affecting america across all boards
4492,0.0,while i was in college affirmative action was playing out in courtrooms across the country  no school was more on the forefront of protestation than mine against the recent cancellations
4493,0.0,now josh and lakisha both attend stanford in the fall  josh is prepared for multi variable calculus and applied organic chemistry since his parents made him take ap calculus at high school and chemistry at the local community college  
4494,0.0,all the while lakisha attempts intro to math and failed miserably even in english     she receives c minuses with comments such as  begging the question  and  point being    does the ta feel bad and just pass her  thereby lowering the university s bar and ultimately leading to its international renown 
4495,0.0,competition breeds what  and i won t even allow you in the game if you haven t the eyes for the sport  why the lack of educational interest in this country these days  we re importing more students from india and asia to fill the intellectual coffers than we are for chinese sudafed to fill the demand for midwestern meth labs  and it s sad but look to the hero anti hero emblems of pop culture across the states  ok so the country s makeup is yet now roughly    percent white    percent american american and    percent latino with the rest asian middle eastern and native 
4496,0.0,i understand if one grows up without a father if neither parent has graduated high school  i see the multitudes of strain among those who find their immediate environment riddled with nothing less than law breakers  with the pimps and dealers flashing cash and revving the cadillac engines their grandparents migrated north from the southern deltas to refine   sure it s an uphill climb  inner city detroit graduates something like    percent of its teens with only   percent actually passing michigan s minimal standards testing  
4497,1.0,i want to be number one  if not me than unless my family  if not my family than team usa 
4498,-1.0,i do didnt vote for him  i didnt vote for hillary  i voted gary johnson  do you know how many people voted down ticket  they didnt vote because they didnt want to be culpable
4499,1.0,we need more than a democratic or republican point  of view  we are grey more than these parties are 
4500,1.0,he is a glorious leader and will lead america to victory glory and greatness  god bless you president trump
4501,0.0,dear trump supporters
4502,1.0,us bernie supporters we will come back and we will fight you with votes get ready because we re coming for you in      and we re taking our country from a handful of billionaires 
4503,0.0,wallstreet and corporations will start paying their fair share 
4504,0.0,from  a proud insane independent voter 
4505,0.0,and supporter from a senator of burlingtonvermont 
4506,0.0,jorge cabrera sure buddy whatever you say lol 
4507,0.0,our tax money goes to koch brothers and wall street takes and steal  
4508,0.0,the    owes much wealth than the bottom    
4509,1.0,is it too much for a christmas or birthday present to meet you in person and bend the knee in service  best commander in chief since reagan and one of the top of all time    i love you trump   
4510,1.0,the inauguration speech confirms that  president trump was ordained by god   
4511,1.0,trumpnation 
4512,1.0,kanye west     
4513,1.0,mikem   hahahahahahahaha
4514,-1.0,this makes me barf
4515,1.0,god bless america
4516,1.0,i love how he snubbed wjc after speech  brilliant  
4517,-1.0,if you are proud and support trump you are  anti american and are comparable to the confederate   former party that was defeated and disgraced by the true united american people
4518,-1.0,lisa nealy shut up you whiney little bitch 
4519,-1.0,we are now officially a nation of criminals ran by one of the biggest criminals in america   shame on america for this leaders term  
4520,-1.0,wow    lying sobs showed the crowed way before the speech during the speech  crooked sobs the media
4521,-1.0,i think trump became old and not fit to be president  he is an idiot and a hasty and also a liar
4522,0.0,pm me for my modded minecraft server ip  default steve skins only
4523,0.0, we play only in survival mode btw no creative fags 
4524,-1.0,krusteazy you dont have the right to call someone a fag if you play minecraft
4525,0.0,hea going to expose the obama clinton bush real weapons on mass destruction
4526,1.0,what a bunch of anti american douchers  this man is our savior save jesus christ  love him or hate him  he has and will save us from the deep corruption and abhorrent dislike for american citizens  president trump has been the most transparent and delivering person in washington since lincoln
4527,-1.0,i support donald trump all the way  lord make him a channel of your peace  to the people who hate him and despise him if you dont like what hes doing well tough shit   you can bitch all you want but it wont work 
4528,1.0,awesome speech then shake the hands of blood
4529,1.0,hillary     
4530,0.0,leo cyrus c hahahahahahahahahahahaha
4531,-1.0,trump is a son of a bitch 
4532,0.0,louza weza tissue 
4533,1.0,god bless our great country thank you america for donald j trump 
4534,0.0,why does obama look so sad      
4535,0.0,sputnick because obama is no longer president     
4536,1.0,with all these liberals hating on trump he still managed to stay in office for a whole year  good job trump 
4537,0.0,  more yrs to go
4538,0.0,  year down   more to go 
4539,0.0,there were so many connected russians in the smallish audience that to them it felt like being back in moscow 
4540,1.0,hard to believe this was a year ago     more to go  trump     maga
4541,0.0,my math teacher made us watch this 
4542,1.0,people still haven t understood the meaning of trump  trump is monumental  this american carniege stops now 
4543,-1.0,to quote george w  bush  thats some weird shit 
4544,1.0,i was there   year ago today  the greatest experience of my life
4545,1.0,wish i could of been there 
4546,0.0,https   trumpgasm wordpress com            globalism part   donald trump an american president 
4547,1.0,love it
4548,0.0,buraya trk gelmemi dediler geldik
4549,1.0,i love this music and taylor swift  great
4550,1.0,ay love you
4551,1.0,im a huge fan of taylor swift
4552,1.0,so nice    
4553,0.0,taak
4554,1.0,its      and im still loving this
4555,0.0,anyone is watching this in     
4556,0.0,follow theofficialmirandasmith on insta
4557,0.0,iconic
4558,0.0,its now a meme song
4559,0.0,me after a hangout looking at the bottle of rum
4560,1.0,love it
4561,1.0,we love you taylor
4562,0.0,could be a movie
4563,0.0,boi ur pointing out my harry by saying he was trouble woww and u used a ugly guy like him to impersonate harry c
4564,1.0,lm your big fan
4565,1.0,eu  amo essa musica  e a  taylor
4566,0.0,black ops   memories
4567,-1.0,racist
4568,-1.0,i think that if everyone is leaving her and dumping her the problem is in herdiehard fans replying with death threats in    
4569,0.0,you found me
4570,0.0,wow now i see
4571,0.0,dorian gray is that you
4572,0.0,taylor come back come back come back
4573,0.0,     anyone
4574,1.0,this is my favorite song
4575,-1.0,he broke my heart meme
4576,-1.0,im a demon
4577,1.0,i love esta cancion
4578,0.0,if your a taylor fan like plz
4579,1.0,taylor swift shake it off taylor swift i knew you were trouble taylor swift look what you made me do all those are all three of my favorite songs
4580,1.0,good
4581,1.0,amo esta musica
4582,-1.0,this guy is a rilly bad guyi feal so bad for youthis guy is a brat shame on him
4583,0.0,why isnt this on reputation world tour set list
4584,1.0,thats reeve carney i love his music oml
4585,0.0,oml is that reeve
4586,-1.0,taylor voice makes me cry
4587,0.0,may       where are you brazilians and americans
4588,-1.0,definitely for jake jonesi knew he was trouble his friends tried to warn me what you were really like but i cared about you so much that i didnt realise just how bad of friend he was to me
4589,-1.0,aaaaaa aaaaa trouble trouble trouble
4590,0.0,mayo     
4591,1.0,good times
4592,-1.0,trouble trouble touble
4593,1.0,i love it
4594,1.0,i love your vidoes so muc
4595,0.0,time to get swifty
4596,0.0,     brazil
4597,1.0,i miss you taylor  i still love your new songs  im going to your concert in june
4598,0.0,knew y were rble
4599,0.0,yo taylor got twice as many subscriber s than jake paul
4600,0.0,what music
4601,-1.0,misses homeworkteacheryou need a horrible punishmentbecause of homeworkme homework i knew you were trouble
4602,-1.0,one of the alot of boyfriends taylor broke up with
4603,-1.0,the beggining of the song is unnecessarily
4604,0.0,taylorswift
4605,0.0,ak
4606,0.0,best of taylor  
4607,1.0,i really love this song its like breaking you from you and you ex s memories
4608,0.0,max i thought your with chloe
4609,-1.0,what annoyed me that the song only started   minutes and three seconds in
4610,0.0,i wish she will sing her old songs again
4611,1.0,i loved this one
4612,-1.0,it wasnt losing him it was losing me
4613,-1.0,taylors musics always been shit but this is seriously her dumbest song she goes from sounding like a monkey eeeeeeee to sounding like her balls dropped troubootroubootrouboo
4614,0.0,im  going  to your  concert
4615,0.0,no enjoo dessa  msica nunca  
4616,1.0,the best song of taylor
4617,0.0,who knew that taylor swift wrote this song for harry styles  lmao
4618,0.0,what happened i miss u old t
4619,1.0,ohh lyin on the cold hard ground ohhh trouble trouble trouble love it love you taylor
4620,1.0,  like
4621,0.0,anyone in     may
4622,0.0,tension free me
4623,0.0,who is watching this on     
4624,1.0,i love tay
4625,1.0,old taylor  best
4626,-1.0,the editing on this video is too fast you can barely see reeve
4627,1.0,this is my song shes my favorite
4628,1.0,awesome
4629,1.0,my favourite taylor swifts song
4630,1.0,my favourite taylor swifts song
4631,0.0,whats his name
4632,1.0,still a bop
4633,1.0,here i love this song
4634,0.0,omg gah he cheated on her how could you she was like an angel
4635,1.0,i love taylor
4636,1.0,this is iconic
4637,1.0,i love you
4638,1.0,legendr
4639,1.0,amazing video
4640,1.0,ahh no me canso de escucharla  
4641,0.0,same
4642,1.0,hell yes
4643,0.0,remix adam izledikten sonra ne zaman u arky dinlesemglesim geliyor
4644,0.0,     anyone
4645,1.0,but taylor is good
4646,-1.0,i dont want the pop genre
4647,-1.0,penny dreadfull
4648,0.0,in this video you look like max caufield from life is strange game xd face
4649,-1.0,who would kiss an ugly duck
4650,1.0,i love you taylor swft     nice songg
4651,-1.0,i wanna see you in louisville but idont have the tickets
4652,0.0,i feel really bad that happened to you taylori like this song cause the meaning of the song happened to me i like to listen to it
4653,0.0,anyone may     
4654,0.0,the same thing is happening to me i guess i did lose myself in the waves of distracted love
4655,0.0,any swifter in     
4656,-1.0,when will we see taylors mental breakdown      i believe its coming soon lol
4657,1.0,i love her
4658,-1.0,who else misses the old taylor
4659,1.0,wow amazing
4660,0.0,je crois  je crois que quand cest finia vient juste en flashes tu vois cest comme un kalidoscope de souvenirstout revient mais lui jamaisje crois quune partie de moi savais  la seconde o je lai vu que ceci arriveraitce nest pas vraiment quil aie dit ou fait quelque chosectait le sentiment que me venaitet le truc fou cest que je ne sais pas si je le ressentirai encoremais je ne sais pas si je devraisje savais que son monde bougeait trop vite et brulait trop fortmais je me demande juste comment le mal peut te pousser vers quelquun qui ressemble tellement  un ange quand il te sourit peuttre quil la su quand il ma vueje pense que jai seulement perdu lquilibreje crois que le pire dans tout a ce nest pas de lavoir perducest de mavoir perdue
4661,0.0,the boyfriend in this skit has played spiderman in the broadway show and dorian gray in penny dreadful tswift just wanted his immortal radioactive spider painting
4662,0.0,abuk olalm akm ark biticek msmglglnhlfl
4663,-1.0,hes in trouble trouble for lying to me
4664,0.0,sorryryryryryr
4665,0.0,sory
4666,0.0,fuck lozzzzzz
4667,1.0,i love you taylor swifft
4668,0.0, k  
4669,1.0,cool
4670,0.0,two minutes of the song was her talking smh then she started singing smh
4671,0.0,anyone  from     
4672,-1.0,sad ok is no an the cakes or meybe
4673,0.0,jzb
4674,0.0,ya tiene
4675,0.0,  min and   sec of talking come on girl
4676,-1.0,i cant believe its      this song brings back memories i wish i could see the old taylor again
4677,0.0,who watch this in     
4678,0.0,jappelle sacha je viens du bourg palette
4679,-1.0,listening to this music for years still do not understand what the heck she talks about
4680,1.0,this music video deserves billion views
4681,-1.0,the blame is on me
4682,0.0,anyone listening to this in     
4683,1.0,nice song
4684,1.0,cool    million subscribers you rock taylor and i love you so much
4685,0.0,oooooooooohhh ahahhhhhhhhhhhhhh
4686,0.0,caralho t ficando velha mano mds
4687,0.0,i miss this ughhhh im so old   million subs baby
4688,-1.0,i miss this taylor but the old taylor cant come to the phone right now cause shes dead
4689,1.0,amazing lyricist she is
4690,0.0,it reminds me of someone
4691,0.0,this song is her story with harry styles
4692,0.0,watts up
4693,0.0,     subscb
4694,0.0,she say lay on mine
4695,0.0,yogesh singh     
4696,1.0,danm  his smile is really killing me
4697,1.0,soooooo badly love this song
4698,0.0,i saw her house
4699,0.0,     xd
4700,0.0,     alguem
4701,0.0,aaah esta musica
4702,0.0,anyone here
4703,0.0,kto z polski ssij maline ssij maline
4704,0.0,is this really about harry styles
4705,0.0,omg i remember watching this when i was  
4706,-1.0,estupidos malditos hijos de su mam los que engaan a unas mujeres tan buenas personas se que es solo un video pero pasa en la vida real
4707,-1.0,like quien lo crea
4708,0.0,i think about harry when i lisining this song
4709,1.0,i like this
4710,1.0,i love the song
4711,1.0,  m yayyyyyy
4712,1.0,jadore
4713,1.0,i love all of her song it is so amazing when i wuth my mom i was singing her song but this is the best
4714,0.0,when taylor swift tiene los mismos subs q rubius
4715,-1.0,i have trouble with my communication
4716,0.0,taylor swift looks like grace vanderwaal if she had short hair
4717,-1.0,it is sad in the middle
4718,0.0,why does it start like that and she looks a little different in the beginning of the video and i thought it will start off with singing not talking
4719,0.0,i find this song by searching ooooohhh ahhhhh trouble trouble trouble hahahaha
4720,0.0,trouble troubletrouble ahhhhhhhhhhhhhahhhhhhhhhhhhh
4721,1.0,amo esta music
4722,1.0,i sing this so well i love it
4723,0.0,some people say that old taylors dead but its not its just somewhere inside herits hiddien inside her heart
4724,0.0,i knew you were meme maker
4725,,me recuerda a patch y nora
4726,,hello john
4727,1.0,ooo stand by me nice addition
4728,0.0,az regasszonymeg a csvmintha nyugdijas klubba lennenk
4729,0.0,fast forward top the     point unless you like watching people mulling around and waiting
4730,1.0,the first   hours were amazing
4731,0.0,demetria gene guynes
4732,0.0,he could not find young girl i think he likes granny
4733,-1.0,this is a disappointment the royal family should have standards  when choosing a partner
4734,1.0,i wish them all the best
4735,-1.0,each year mexicos drug cartels move               billion in heroin meth ecstasy mj and dozens of other drugs across the     mile border with the united states source fox news february         cartels send   b in drugs into us annuallythe addiction rates the ms   murder rates drug overdose rates and the endless tragedies cost    to    teen lives every hour in the usa  the precise number of teens who die from drug overdoses every year remains unknown however in            lost their lives to a drug overdose  source
4736,0.0,and your point here is
4737,0.0,the cpse bride
4738,0.0,all problem solved in   hours call now and whatsall viber              famliy problem solution husband wife problem solution any problem solution
4739,-1.0,devils are invited
4740,-1.0,no
4741,1.0,come through meghan and harry with the diverse love
4742,-1.0,i dont know what is the big deal of this crap royal wedding shit
4743,-1.0,no member of any royalty will ever have my respect  respect must be earned you cant be born into it
4744,0.0,edie
4745,1.0,i thoroughly enjoyed watching this royal wedding it was a very welcome event in light of the constant flood of bad news in todays world everything was perfect  the weather for a change blue skies in the uk the church choir singing the live orchestra music the chello solo performance the theatrical passionate and inspiring speech given by that pastor would have loved to know what was going through the queens mind while she listen to his sermon since they say that she dislikes long sermons and above all that ethereal rendition of stand by me by that black choirmeghans mom looked a bit sad if i had to guess why it would be because she has to reckon with the reality that her daughter has to move to live in the uk
4746,1.0,i loved loved this wedding the songs the preaching the prayers the love and giggling the married couple displayed they are very beautiful the dress was simple yet stunning the bride was amazingly beautiful i actually watched it many timesbut i am     i hope this was really love blooming and not just lust or still the honeymoon phase of the falling in love feeling i hope meghan is not a covert narcissist and that all this was not acting from her part harry seemed truly in love meghan it also looked like deep love just that i hope it was genuine not acting her past  displayed vicious narcissistic traits in so many ways knowing that narcissists are so perfect in faking they can pretty much fool everyone the victims get to realize who they really are only too late after they have turned cold on them narcissist actress high position like this one in which narcissitic supplies will flow abundantly for a good while is a dangerous toxic combination for the potential victim who might never recover from the narcissistic bond created by the perfect love bomber i just hope for harry that he did not fall into a well prep trap hope all the shady side of meghan past was just an exaggerationi wish them love and happiness in case this is true genuine love
4747,0.0,whats the  name of the song at      
4748,1.0,goodness harry sure looked hot at his wedding i can recall years ago when he  wills were just kids  i thought wills is such a cute blond kid  harry is like any little hothead redhead boy nowadays in      william looks more like charles  harry is just getting more attractive with agehee
4749,-1.0,thats what i get   judgingboo me
4750,1.0,the best royal wedding ive ever seen so personal and full of emotion
4751,1.0,      that smirky smile from the dude on the left haha badass d
4752,1.0,love
4753,-1.0,harry should have got married straight from a jail why afghanistan
4754,1.0,true love
4755,1.0,reptils got married aw so cute is like watching national geographic
4756,0.0,everyone speaks of how composed meghan was if her mom was not there she would have fallen apart in this highly charged emotional event we completely missed that  i am happy her mom was close by to help keep her together there were many moments she would have fallen apart and she repeatedly looks to her mom for strength  harry looked to her for strength while she looked to her mom for strength she forced herself not to cry maybe she cried previous to this event awesome couple
4757,1.0,good wedding ever
4758,0.0,httpswwwfrfreelancercomgetmeamine  
4759,1.0,    mil pounds well spent hooray uk
4760,0.0,what have famous people done to get an invitation to the royal wedding
4761,0.0,      lucy
4762,0.0,what if a terrorist atack would have happened lol
